01호선		
인천	#N/A	#N/A
동인천	#N/A	#N/A
도원	#N/A	#N/A
제물포	#N/A	#N/A
도화	#N/A	#N/A
주안	#N/A	#N/A
간석	#N/A	#N/A
동암	#N/A	#N/A
백운	#N/A	#N/A
부평	#N/A	#N/A
부개	#N/A	#N/A
송내	#N/A	#N/A
중동	#N/A	#N/A
부천	#N/A	#N/A
소사	#N/A	#N/A
역곡	#N/A	#N/A
온수	126.823023	37.492092
오류동	#N/A	#N/A
개봉	#N/A	#N/A
구일	#N/A	#N/A
구로	#N/A	#N/A
신도림	126.891084	37.508961
영등포	#N/A	#N/A
신길	126.914839	37.517623
대방	#N/A	#N/A
노량진	126.941005	37.513534
용산	#N/A	#N/A
남영	#N/A	#N/A
서울역	126.972135	37.556228
시청	126.977088	37.565715
종각	126.982923	37.570161
종로3가	126.991847	37.570406
종로5가	127.001849	37.570926
동대문	127.01093	37.571687
동묘앞	127.01648	37.573197
신설동	127.024634	37.576048
제기동	127.034893	37.578103
청량리	127.044585	37.579956
회기	#N/A	#N/A
외대앞	#N/A	#N/A
신이문	#N/A	#N/A
석계	127.065595	37.614872
광운대	#N/A	#N/A
월계	#N/A	#N/A
녹천	#N/A	#N/A
창동	127.047274	37.653088
방학	#N/A	#N/A
도봉	#N/A	#N/A
도봉산	127.046509	37.689241
망월사	#N/A	#N/A
회룡	#N/A	#N/A
의정부	#N/A	#N/A
가능	#N/A	#N/A
녹양	#N/A	#N/A
양주	#N/A	#N/A
덕계	#N/A	#N/A
덕정	#N/A	#N/A
지행	#N/A	#N/A
동두천중앙	#N/A	#N/A
보산	#N/A	#N/A
동두천	#N/A	#N/A
소요산	#N/A	#N/A
01호선	#N/A	#N/A
신창	#N/A	#N/A
온양온천	#N/A	#N/A
배방	#N/A	#N/A
탕정	#N/A	#N/A
아산	#N/A	#N/A
쌍용	#N/A	#N/A
봉명	#N/A	#N/A
천안	#N/A	#N/A
두정	#N/A	#N/A
직산	#N/A	#N/A
성환	#N/A	#N/A
평택	#N/A	#N/A
평택지제	#N/A	#N/A
서정리	#N/A	#N/A
송탄	#N/A	#N/A
진위	#N/A	#N/A
오산	#N/A	#N/A
오산대	#N/A	#N/A
세마	#N/A	#N/A
병점	#N/A	#N/A
01호선	#N/A	#N/A
서동탄	#N/A	#N/A
병점	#N/A	#N/A
세류	#N/A	#N/A
수원	#N/A	#N/A
화서	#N/A	#N/A
성균관대	#N/A	#N/A
의왕	#N/A	#N/A
당정	#N/A	#N/A
군포	#N/A	#N/A
금정	#N/A	#N/A
명학	#N/A	#N/A
안양	#N/A	#N/A
관악	#N/A	#N/A
석수	#N/A	#N/A
금천구청	#N/A	#N/A
01호선	#N/A	#N/A
광명	#N/A	#N/A
금천구청	#N/A	#N/A
독산	#N/A	#N/A
가산디지털단지	126.882656	37.480338
구로	#N/A	#N/A
02호선	#N/A	#N/A
신도림	126.891084	37.508961
